experiment_accession	is_control	matched_control	target_label	assay_title	description	lab	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	organism	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	run_type	platform	bio_replicate_count	tech_replicate_count	replication_type	date_released	status_exp	n_fastq_files	total_bytes
ENCSR015GFK	False	ENCSR158PLZ	H3K27ac	Histone ChIP-seq	Homo sapiens thoracic aorta tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0001515	thoracic aorta	tissue	vasculature,blood vessel,arterial blood vessel		mesoderm	circulatory system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	2	2	isogenic	2016-11-15	released	2	5473108154.0
ENCSR016XBE	False	ENCSR583DLA	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	834376214.0
ENCSR018KWK	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue male adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO197QVG	male	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-07	released	8	5111644618.0
ENCSR020OIW	True			Control ChIP-seq	Homo sapiens muscle layer of colon tissue female adult (56 years)	Bradley Bernstein, Broad	UBERON:0012489	muscle layer of colon	tissue	colon,large intestine,intestine		endoderm	digestive system	Homo sapiens	ENCDO266YSK	female	adult	56	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	1458097398.0
ENCSR023HXE	True			Control ChIP-seq	Homo sapiens CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	3246235721.0
ENCSR025KPY	False	ENCSR086BNR	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (78 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO623FPG	male	adult	78	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	3187277689.0
ENCSR027BPE	False	ENCSR204GMP	H3K27ac	Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 10 minutes	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 4000	3	3	isogenic	2017-10-19	released	3	7880648642.0
ENCSR028NXO	False	ENCSR592KRF	H3K27ac	Histone ChIP-seq	Homo sapiens heart right ventricle tissue male child (3 years)	Bing Ren, UCSD	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO478OMA	male	child	3	year		single-ended	Illumina Genome Analyzer	1	1	unreplicated	2013-07-31	released	1	1316453458.0
ENCSR028QEA	False	ENCSR128HTH	H3K27ac	Histone ChIP-seq	Homo sapiens placenta tissue embryo (16 weeks)	Joseph Costello, UCSF	UBERON:0001987	placenta	tissue	placenta,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO918HJM	unknown	embryonic	16	week	Hispanic	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2414006255.0
ENCSR029SIG	False	ENCSR067CHO	H3K27ac	Histone ChIP-seq	Homo sapiens pancreas tissue female child (16 years)	Bradley Bernstein, Broad	UBERON:0001264	pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO575EGL	female	child	16	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2020-09-10	released	16	5509460320.0
ENCSR033XKQ	True			Control ChIP-seq	Homo sapiens skin epidermis tissue female adult (66 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO017WNO	female	adult	66	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-03	released	4	3404246982.0
ENCSR034RQV	False	ENCSR168STG	H3K27ac	Histone ChIP-seq	Homo sapiens parathyroid adenoma tissue male adult (65 years)	Bradley Bernstein, Broad	NTR:0001226	parathyroid adenoma	tissue	paraythroid gland		endoderm	endocrine system	Homo sapiens	ENCDO371NVV	male	adult	65	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2017-12-05	released	2	3717570385.0
ENCSR034ZKE	False	ENCSR247XFQ	H3K27ac	Histone ChIP-seq	Homo sapiens breast epithelium tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0008367	breast epithelium	tissue	epithelium,breast				Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	2359658905.0
ENCSR038JBA	True			Control ChIP-seq	Homo sapiens UCSF-4	Joseph Costello, UCSF	EFO:0007116	UCSF-4	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO499GAU	female	embryonic				single-ended	Illumina HiSeq 2000	2	2	isogenic	2013-07-31	released	4	4043639837.0
ENCSR039AHR	False	ENCSR566AUD	H3K27ac	Histone ChIP-seq	Homo sapiens BLaER1 6 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	5698096023.0
ENCSR041UZZ	False	ENCSR828DDP	H3K27ac	Histone ChIP-seq	Homo sapiens T-helper 17 cell treated with phorbol 13-acetate 12-myristate, ionomycin	Bradley Bernstein, Broad	CL:0000899	T-helper 17 cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	1916972621.0
ENCSR043UWF	True			Control ChIP-seq	Homo sapiens adrenal gland tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0002369	adrenal gland	tissue	endocrine gland,adrenal gland		mesoderm,ectoderm	endocrine system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	4	2953973699.0
ENCSR049JKQ	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue female adult (59 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO856ZOJ	female	adult	59	year	European	single-ended	Illumina NextSeq 500	1	3	unreplicated	2021-09-21	released	12	4352254268.0
ENCSR049LCN	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	841458411.0
ENCSR051QLZ	False	ENCSR646FGM	H3K27ac	Histone ChIP-seq	Homo sapiens with Cognitive impairment; dorsolateral prefrontal cortex tissue female adult (81 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO077CCP	female	adult	81	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-24	released	8	2316258058.0
ENCSR054BKO	False	ENCSR264DYL	H3K27ac	Histone ChIP-seq	Homo sapiens urinary bladder tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0001255	urinary bladder	tissue	urinary bladder		mesoderm	excretory system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1449159615.0
ENCSR055XHN	True			Control ChIP-seq	Homo sapiens HepG2	Bradley Bernstein, Broad	EFO:0001187	HepG2	cell line	exocrine gland,epithelium,liver,endocrine gland	epithelial cell,cancer cell	endoderm	exocrine system,endocrine system,digestive system	Homo sapiens	ENCDO000AAC	male	child	15	year	European	single-ended	Illumina HiSeq 2500	3	4	isogenic	2017-02-06	released	12	9413119676.0
ENCSR055YMD	True			Control ChIP-seq	Homo sapiens amnion tissue male embryo (16 weeks)	Joseph Costello, UCSF	UBERON:0000305	amnion	tissue	placenta,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO150YZC	male	embryonic	16	week	African American	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2547554753.0
ENCSR058XPK	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (83 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO592ZWW	male	adult	83	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	12	3588581149.0
ENCSR059MVB	False	ENCSR836XKP	H3K27ac	Histone ChIP-seq	Homo sapiens ACC112	Bradley Bernstein, Broad	EFO:0007070	ACC112	cell line	exocrine gland,mouth,epithelium	epithelial cell,cancer cell		exocrine system,digestive system	Homo sapiens	ENCDO085ZKK	male	adult	70	year		single-ended	Illumina HiSeq 2500	2	3	isogenic	2014-09-04	released	3	2640865346.0
ENCSR059QYS	True			Control ChIP-seq	Homo sapiens with nonobstructive coronary artery disease; liver tissue male adult (32 years)	Bing Ren, UCSD	UBERON:0002107	liver	tissue	endocrine gland,liver,exocrine gland		endoderm	exocrine system,digestive system,endocrine system	Homo sapiens	ENCDO060AAA	male	adult	32	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	2319686962.0
ENCSR059VTG	True			Control ChIP-seq	Homo sapiens tibial nerve tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0001323	tibial nerve	tissue	nerve,limb		ectoderm	peripheral nervous system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-11	released	4	4013628965.0
ENCSR061EXX	True			Control ChIP-seq	Homo sapiens heart left ventricle tissue male adult (66 years)	Bradley Bernstein, Broad	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO926KEV	male	adult	66	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	3698077791.0
ENCSR061IAQ	False	ENCSR583MIW	H3K27ac	Histone ChIP-seq	Homo sapiens ovary tissue female adult (41 years)	Bradley Bernstein, Broad	UBERON:0000992	ovary	tissue	ovary,gonad			reproductive system	Homo sapiens	ENCDO575WHY	female	adult	41	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-09	released	8	2747887532.0
ENCSR061VJM	True			Control ChIP-seq	Homo sapiens lung tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0002048	lung	tissue	lung		endoderm	respiratory system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2000	2	2	isogenic	2013-07-31	released	2	2109088626.0
ENCSR063AUO	True			Control ChIP-seq	Homo sapiens OCI-LY7	Bradley Bernstein, Broad	EFO:0006711	OCI-LY7	cell line	blood,bodily fluid	leukocyte,B cell,cancer cell,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO351AAA	male	adult	48	year		single-ended	Illumina HiSeq 2000	3	5	isogenic	2014-07-11	released	4	6542757648.0
ENCSR064RLF	True			Control ChIP-seq	Homo sapiens thymus tissue female embryo (110 days)	John Stamatoyannopoulos, UW	UBERON:0002370	thymus	tissue	immune organ,endocrine gland,thymus		endoderm,mesoderm	endocrine system,immune system	Homo sapiens	ENCDO711IWZ	female	embryonic	110	day		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	1613196379.0
ENCSR065SKV	False		H3K27ac	Histone ChIP-seq	Homo sapiens CD14-positive monocyte	Manuel Garber, UMass	CL:0001054	CD14-positive monocyte	primary cell	bodily fluid,blood	leukocyte,myeloid cell,monocyte,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO984LDA	unknown					paired-ended	Illumina NextSeq 500	1	1	unreplicated	2017-10-12	released	1	511113267.0
ENCSR066GUY	False	ENCSR479BTD	H3K27ac	Histone ChIP-seq	Homo sapiens placental basal plate tissue male embryo (38 weeks)	Joseph Costello, UCSF	NTR:0003013	placental basal plate	tissue	placenta,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO974LFM	male	embryonic	38	week		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	3024740787.0
ENCSR067BGS	False	ENCSR534KYQ	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease, Cognitive impairment; dorsolateral prefrontal cortex tissue male adult (87 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO776JEI	male	adult	87	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-24	released	8	2298413102.0
ENCSR067CHO	True			Control ChIP-seq	Homo sapiens pancreas tissue female child (16 years)	Bradley Bernstein, Broad	UBERON:0001264	pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO575EGL	female	child	16	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-07-06	released	8	5791625471.0
ENCSR069EGE	False	ENCSR651ISB	H3K27ac	Histone ChIP-seq	Homo sapiens transverse colon tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0001157	transverse colon	tissue	intestine,colon,large intestine		endoderm	digestive system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	3	4	isogenic	2017-10-30	released	10	6837944894.0
ENCSR069UMW	False	ENCSR007WYC	H3K27ac	Histone ChIP-seq	Homo sapiens ascending aorta tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001496	ascending aorta	tissue	vasculature,blood vessel,arterial blood vessel		mesoderm	circulatory system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	1919455838.0
ENCSR071DPR	True			Control ChIP-seq	Homo sapiens with squamous cell carcinoma; skin epidermis tissue male adult (75 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO317WFZ	male	adult	75	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-03	released	2	4173175087.0
ENCSR071ILJ	True			Control ChIP-seq	Homo sapiens adrenal gland tissue female adult (41 years)	Bradley Bernstein, Broad	UBERON:0002369	adrenal gland	tissue	adrenal gland,endocrine gland		ectoderm,mesoderm	endocrine system	Homo sapiens	ENCDO575WHY	female	adult	41	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2020-07-06	released	16	10521605834.0
ENCSR072QNY	True			Control ChIP-seq	Homo sapiens CD8-positive, alpha-beta T cell	Bradley Bernstein, Broad	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,CD8+ T cell,T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO922CEJ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	2231292741.0
ENCSR074ECR	False	ENCSR652ULP	H3K27ac	Histone ChIP-seq	Homo sapiens right cardiac atrium tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0002078	right cardiac atrium	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	2779351551.0
ENCSR074WNF	True			Control ChIP-seq	Homo sapiens CD4-positive, alpha-beta T cell male adult (21 years)	John Stamatoyannopoulos, UW	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO190HXC	male	adult	21	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2030056123.0
ENCSR078LIZ	False	ENCSR557RJE	H3K27ac	Histone ChIP-seq	Homo sapiens colonic mucosa tissue female adult (41 years)	Bradley Bernstein, Broad	UBERON:0000317	colonic mucosa	tissue	colon,intestine,large intestine		endoderm	digestive system	Homo sapiens	ENCDO575WHY	female	adult	41	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-24	released	8	3136267657.0
ENCSR079HOU	True			Control ChIP-seq	Homo sapiens cingulate gyrus tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0002967	cingulate gyrus	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	2	1941034663.0
ENCSR080WMI	True			Control ChIP-seq	Homo sapiens mesendoderm originated from H1	Bing Ren, UCSD	NTR:0000856	mesendoderm	in vitro differentiated cells	embryo		endoderm,mesoderm		Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1492367360.0
ENCSR081OTO	False	ENCSR980TBV	H3K27ac	Histone ChIP-seq	Homo sapiens breast epithelium tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0008367	breast epithelium	tissue	breast,epithelium				Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-09-11	released	8	7251845362.0
ENCSR082SHT	False	ENCSR163VJS	H3K27ac	Histone ChIP-seq	Homo sapiens adipose tissue tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0001013	adipose tissue	tissue	connective tissue,adipose tissue		mesoderm		Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	941317934.0
ENCSR085WWL	True			Control ChIP-seq	Homo sapiens A549	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 4000	3	3	isogenic	2017-10-19	released	3	3844906766.0
ENCSR086BNR	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (78 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO623FPG	male	adult	78	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	8	3724857789.0
ENCSR086NVH	True			Control ChIP-seq	Homo sapiens iPS DF 19.11	Bing Ren, UCSD	EFO:0007096	iPS DF 19.11	cell line	skin of prepuce of penis,penis,skin of body	induced pluripotent stem cell,stem cell	mesoderm,ectoderm	integumental system,reproductive system	Homo sapiens	ENCDO592CQV	male	newborn				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	323534220.0
ENCSR086QZY	False	ENCSR234FYG	H3K27ac	Histone ChIP-seq	Homo sapiens adrenal gland tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0002369	adrenal gland	tissue	endocrine gland,adrenal gland		ectoderm,mesoderm	endocrine system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-15	released	4	2438084419.0
ENCSR086XCT	False	ENCSR563OLJ	H3K27ac	Histone ChIP-seq	Homo sapiens spleen tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0002106	spleen	tissue	spleen,immune organ		mesoderm	immune system,digestive system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1003566572.0
