Sample_ID	Species	Data_source	Biosample_type	Tissue_type	Biosample_name	Case_ID_Name	Input_ID_Name
SE_02_1622	Human	NCBI GEO/SRA	Cell line	Xenograft	Cells freshly constructed from SHH-MB_PDX1 xenograft	GSM8246101	GSM8246102
SE_02_1623	Human	NCBI GEO/SRA	Cell line	Xenograft	Cells freshly constructed from SHH-MB_PDX2 xenograft	GSM8246103	GSM8246104
SE_02_1624	Human	NCBI GEO/SRA	Primary cell	Adipose	primary adipose stem cells white adipogenic differentiation	GSM8092138	GSM8092142
SE_02_1625	Human	NCBI GEO/SRA	Primary cell	Adipose	primary adipose stem cells beige adipogenic differentiation	GSM8092139	GSM8092143
SE_02_1626	Human	NCBI GEO/SRA	Cell line	Hydrothorax	K562 knockout silencer1 region S1KO	GSM5808349	GSM5808350
SE_02_1627	Human	NCBI GEO/SRA	Cell line	Hydrothorax	K562 EV	GSM5808355	GSM5808356
SE_02_1628	Human	NCBI GEO/SRA	Cell line	Hydrothorax	K562 knockout silencer1 and 2 regions DKO	GSM5808367	GSM5808368
SE_02_1629	Human	NCBI GEO/SRA	Cell line	lymphocyte	AML191_Control	GSM7883126	GSM7883132
SE_02_1630	Human	NCBI GEO/SRA	Cell line	lymphocyte	AML191 100 nM BC2059, 16 hrs	GSM7883127	GSM7883133
SE_02_1631	Human	NCBI GEO/SRA	Tissue	Alveoli	ASPS_Tumor-1	GSM7508707	GSM7508708
SE_02_1632	Human	NCBI GEO/SRA	Tissue	Alveoli	ASPS_PDX	GSM7508715	GSM7508716
SE_02_1633	Human	NCBI GEO/SRA	Cell line	Alveoli	ASPS-1	GSM7508717	GSM7508718
SE_02_1634	Human	NCBI GEO/SRA	Cell line	Alveoli	ASPS-KY	GSM7508719	GSM7508720
SE_02_1635	Human	NCBI GEO/SRA	Cell line	Renal	FU-UR-1	GSM7508722	GSM7508723
SE_02_1636	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	KELLY cells, DMSO,6 hours	GSM6506066	GSM6506074
SE_02_1637	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	KELLY cells, dTAGv1 TADA2B, H3K27ac antibody, 6 hours	GSM6506067	GSM6506075
SE_02_1638	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	PROTAC experiment, KELLY cells, DMSO, 6 hours, replicate 1	GSM7871847	GSM7871851
SE_02_1639	Human	NCBI GEO/SRA	Cell line	Neuroblastoma	PROTAC experiment, KELLY cells, GSK6991, 6 hours, replicate 1	GSM7871854	GSM7871858
SE_02_1640	Human	NCBI GEO/SRA	Cell line	colon	HCT116_Nut0h_BR1 DMSO	GSM7528822	GSM7528834
SE_02_1641	Human	NCBI GEO/SRA	Cell line	colon	HCT116_Nut0h_BR2 DMSO	GSM7528823	GSM7528835
SE_02_1642	Human	NCBI GEO/SRA	Cell line	colon	HCT116_Nut1h_BR1 Nutlin3a 1h	GSM7528824	GSM7528836
SE_02_1643	Human	NCBI GEO/SRA	Cell line	colon	HCT116_Nut1h_BR2 Nutlin3a 1h	GSM7528825	GSM7528837
SE_02_1644	Human	NCBI GEO/SRA	Cell line	colon	HCT116_Nut10h_BR1 Nutlin3a 10h	GSM7528826	GSM7528838
SE_02_1645	Human	NCBI GEO/SRA	Cell line	colon	HCT116_Nut10h_BR2 Nutlin3a 10h	GSM7528827	GSM7528839
SE_02_1646	Human	NCBI GEO/SRA	Cell line	colon	HCT116_RAD21_Nut0h_BR1 DMSO	GSM7528840	GSM7528844
SE_02_1647	Human	NCBI GEO/SRA	Cell line	colon	HCT116_RAD21_Nut0h_BR2 DMSO	GSM7528841	GSM7528845
SE_02_1648	Human	NCBI GEO/SRA	Cell line	colon	HCT116_RAD21_Nut1h_BR1 Nutlin3a 1h	GSM7528842	GSM7528846
SE_02_1649	Human	NCBI GEO/SRA	Cell line	colon	HCT116_RAD21_Nut1h_BR2 Nutlin3a 1h	GSM7528843	GSM7528847
SE_02_1650	Human	NCBI GEO/SRA	Cell line	Pancreas	hPSC_H1 input_control WT_PFG	GSM8141938	GSM8141941
SE_02_1651	Human	NCBI GEO/SRA	Cell line	Pancreas	hPSC_H1 input_control Het2_PFG	GSM8141942	GSM8141945
SE_02_1652	Human	NCBI GEO/SRA	Cell line	Pancreas	hPSC_H1 input_control homo_PFG	GSM8141946	GSM8141949
SE_02_1653	Human	NCBI GEO/SRA	Cell line	Pancreas	MiaPaca-2_shNTC	GSM6940293	GSM6940297
SE_02_1654	Human	NCBI GEO/SRA	Cell line	Pancreas	MiaPaca-2_shPRMT1	GSM6940295	GSM6940297
SE_02_1655	Human	NCBI GEO/SRA	Cell line	neuroblastoma	BE2C DMSO 0.1% treatment	GSM5009732	GSM5009726
SE_02_1656	Human	NCBI GEO/SRA	Cell line	neuroblastoma	BE2C QC6352 200nM treatment	GSM5009736	GSM5009728
SE_02_1657	Human	NCBI GEO/SRA	Cell line	Acute myeloid leukemia	Patient-derived AML cells DF16835, Control	GSM8010550	GSM8010552
SE_02_1658	Human	NCBI GEO/SRA	Cell line	Acute myeloid leukemia	Patient-derived AML cells DF16835, 100 nM FHD-286	GSM8010551	GSM8010553
SE_02_1659	Human	NCBI GEO/SRA	Cell line	blood	MOLT14_EV Transduction of empty vector	GSM7795537	GSM7795539
SE_02_1660	Human	NCBI GEO/SRA	Cell line	blood	MOLT14_STAG2 Transduction of STAG2	GSM7795545	GSM7795547
SE_02_1661	Human	NCBI GEO/SRA	Cell line	blood	PF382_SA19_WT	GSM7795553	GSM7795554
SE_02_1662	Human	NCBI GEO/SRA	Cell line	blood	PF382_SA20_STAG2KO_homo STAG2 knockout by using Cas9-gRNA ribonucleoprotein (RNP) delivery	GSM7795557	GSM7795558
SE_02_1663	Human	NCBI GEO/SRA	Cell line	blood	PF382_SA28_WT	GSM7795561	GSM7795562
SE_02_1664	Human	NCBI GEO/SRA	Cell line	blood	PF382_SB23_STAG2KO_homo STAG2 knockout by using Cas9-gRNA ribonucleoprotein (RNP) delivery	GSM7795565	GSM7795566
SE_02_1665	Human	NCBI GEO/SRA	Cell line	Haematopoietic and Lymphoid	JJN3, untreated	GSM7224167	GSM7224182
SE_02_1666	Human	NCBI GEO/SRA	Cell line	Haematopoietic and Lymphoid	LP1, untreated	GSM7224173	GSM7224184
SE_02_1667	Human	NCBI GEO/SRA	Cell line	Haematopoietic and Lymphoid	KMS11, control	GSM7224203	GSM7224209
SE_02_1668	Human	NCBI GEO/SRA	Cell line	Placenta	CT27, ST differentiation for 1 day EVT_d3	GSM7778033	GSM7778035
SE_02_1669	Human	NCBI GEO/SRA	Cell line	Placenta	CT27, EVT differentiation for 3 days EVT_d3	GSM7778043	GSM7778044
SE_02_1670	Human	NCBI GEO/SRA	Cell line	blood	CUTLL1 CT shRNA	GSM7808520	GSM7808522
SE_02_1671	Human	NCBI GEO/SRA	Cell line	blood	CUTLL1 CHMP5 shRNA	GSM7808521	GSM7808523
SE_02_1672	Human	NCBI GEO/SRA	Cell line	colon	CTRL [DLD-1]	GSM6204417	GSM6204413
SE_02_1673	Human	NCBI GEO/SRA	Cell line	colon	OXA [DLD-1]	GSM6204418	GSM6204414
SE_02_1674	Human	NCBI GEO/SRA	Cell line	colon	Palb [DLD-1]	GSM6204419	GSM6204415
SE_02_1675	Human	NCBI GEO/SRA	Cell line	colon	Comb [DLD-1]	GSM6204420	GSM6204416
SE_02_1676	Human	NCBI GEO/SRA	Cell line	skin	1205Lu-R DMSO R1	GSM8049107	GSM8049093
SE_02_1677	Human	NCBI GEO/SRA	Cell line	skin	1205Lu-R corin R1	GSM8049118	GSM8049097
SE_02_1678	Human	NCBI GEO/SRA	Cell line	skin	1205Lu-R DMSO R2	GSM8049123	GSM8049119
SE_02_1679	Human	NCBI GEO/SRA	Cell line	skin	1205Lu-R corin R2	GSM8049126	GSM8049120
SE_02_1680	Human	NCBI GEO/SRA	Cell line	skin	451Lu-R DMSO R1	GSM8049131	GSM8049127
SE_02_1681	Human	NCBI GEO/SRA	Cell line	skin	451Lu-R corin R1	GSM8049134	GSM8049128
SE_02_1682	Human	NCBI GEO/SRA	Cell line	skin	451Lu-R DMSO R2	GSM8049139	GSM8049135
SE_02_1683	Human	NCBI GEO/SRA	Cell line	skin	451Lu-R corin R2	GSM8049142	GSM8049136
SE_02_1684	Human	NCBI GEO/SRA	Tissue	blood	GMR-AML1,ChIP	GSM8006146	GSM8006145
SE_02_1685	Human	NCBI GEO/SRA	Cell line	Teratoma	H1_hESC_teratoma	GSM7173998	GSM7174010
SE_02_1686	Human	NCBI GEO/SRA	Cell line	colon	HCT116 ENL-AID ctrl	GSM7221839	GSM7221836
SE_02_1687	Human	NCBI GEO/SRA	Cell line	colon	HCT116 ENL-AID IAA	GSM7221840	GSM7221837
SE_02_1688	Human	NCBI GEO/SRA	Cell line	colon	HCT116 ENL-AID IAA washout	GSM7221841	GSM7221838
SE_02_1689	Human	NCBI GEO/SRA	Cell line	Cervix	HeLa_Parental	GSM7519156	GSM7519160
SE_02_1690	Human	NCBI GEO/SRA	Cell line	Cervix	HeLa_sgKDM5C	GSM7519157	GSM7519161
SE_02_1691	Human	NCBI GEO/SRA	Stem cell	Placenta	CT27 TSC, ChIP-seq, rep1	GSM6522548	GSM6522578
SE_02_1692	Human	NCBI GEO/SRA	Stem cell	Placenta	CT27 EVT_D3, ChIP-seq, rep1	GSM6522551	GSM6522579
SE_02_1693	Human	NCBI GEO/SRA	Stem cell	Placenta	CT27 EVT_D8, ChIP-seq, rep1	GSM6522554	GSM6522580
SE_02_1694	Human	NCBI GEO/SRA	Stem cell	Ileum	Tam-inducible, Day0	GSM7661344	GSM7661347
SE_02_1695	Human	NCBI GEO/SRA	Stem cell	Ileum	Tam-inducible, Day1	GSM7661345	GSM7661347
SE_02_1696	Human	NCBI GEO/SRA	Stem cell	Ileum	Tam-inducible, Day3	GSM7661346	GSM7661347
SE_02_1697	Human	NCBI GEO/SRA	Cell line	Brain	U251-H3K27ac-Rep1	GSM7166145	GSM7166147
SE_02_1698	Human	NCBI GEO/SRA	Cell line	Renal	786-O	GSM7509632	GSM7509634
SE_02_1699	Human	NCBI GEO/SRA	Stem cell	Embryonic	Human male naive hESC WIN1	GSM7729053	GSM7729062
SE_02_1700	Human	NCBI GEO/SRA	Cell line	stomach	MGC806	GSM6020362	GSM6020360
SE_02_1701	Human	NCBI GEO/SRA	Cell line	colon	HCT116 parental_ChIP_Fig4	GSM7854706	GSM7854709
SE_02_1702	Human	NCBI GEO/SRA	Cell line	colon	HCT116 KI1_ChIP_Fig4	GSM7854707	GSM7854710
SE_02_1703	Human	NCBI GEO/SRA	Stem cell	Limbus corneae	primary limbal stem cells control	GSM7923053	GSM7923067
SE_02_1704	Human	NCBI GEO/SRA	Stem cell	Limbus corneae	primary limbal stem cells RORA overexpression	GSM7923059	GSM7923068
SE_02_1705	Human	NCBI GEO/SRA	Cell line	lung	calu3 ChIPseq_Covid_24h_rep1 SARS-CoV2	GSM4952841	GSM4952842
SE_02_1706	Human	NCBI GEO/SRA	Cell line	lung	calu3 ChIPseq_Covid_6h_rep1 SARS-CoV2	GSM4952847	GSM4952848
SE_02_1707	Human	NCBI GEO/SRA	Cell line	lung	calu3 ChIPseq_Covid_24h_rep1 Uninfected	GSM4952853	GSM4952854
SE_02_1708	Human	NCBI GEO/SRA	Cell line	lung	calu3 ChIPseq_Covid_6h_rep1 Uninfected	GSM4952859	GSM4952860
SE_02_1709	Human	NCBI GEO/SRA	Cell line	lung	calu3 ChIPseq_Covid_24h_rep1 Influenza	GSM4952865	GSM4952866
SE_02_1710	Human	NCBI GEO/SRA	Cell line	lung	calu3 ChIPseq_Covid_6h_rep1 Influenza	GSM4952871	GSM4952872
SE_02_1711	Human	NCBI GEO/SRA	Cell line	Clear Cell Sarcoma	SU-CCS-1 EWSR1::ATF1	GSM7919412	GSM7919409
SE_02_1712	Human	NCBI GEO/SRA	Cell line	brain	histone H3_acetyl K27_DIPG4_with_DMSO 1	GSM6454192	GSM6454194
SE_02_1713	Human	NCBI GEO/SRA	Cell line	brain	histone H3_acetyl K27_DIPG4_with_DMSO_Radiation 1	GSM6454195	GSM6454197
SE_02_1714	Human	NCBI GEO/SRA	Cell line	brain	histone H3_acetyl K27_DIPG4_with_AZD_Radiation 1	GSM6454199	GSM6454201
SE_02_1715	Human	NCBI GEO/SRA	Cell line	blood	K562 clone 16h 100nM PCI-24781	GSM8328418	GSM8328413
SE_02_1716	Human	NCBI GEO/SRA	Cell line	blood	K562 clone 16h 10uM Tubastatin A	GSM8328421	GSM8328414
SE_02_1717	Human	NCBI GEO/SRA	Cell line	blood	THP1 TS162_05-CCS1477_6h_100nM	GSM6284890	GSM6284892
SE_02_1718	Human	NCBI GEO/SRA	Cell line	blood	THP1 TS162_09-DMSO_6h	GSM6284891	GSM6284892
SE_02_1719	Human	NCBI GEO/SRA	Cell line	Breast	MDA-MB-231 EV No antibody	GSM7849729	GSM7849733
SE_02_1720	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_wt_no_dox_short_ChIP_1	GSM7311801	GSM7311833
SE_02_1721	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_wt_dox_short_ChIP_1	GSM7311803	GSM7311835
SE_02_1722	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_dH3_no_dox_short_ChIP_1	GSM7311805	GSM7311837
SE_02_1723	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_dH3_dox_short_ChIP_1	GSM7311807	GSM7311839
SE_02_1724	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_wt_no_dox_long_ChIP_1	GSM7311809	GSM7311841
SE_02_1725	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_wt_dox_long_ChIP_1	GSM7311811	GSM7311843
SE_02_1726	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_dH3_no_dox_long_ChIP_1	GSM7311813	GSM7311845
SE_02_1727	Human	NCBI GEO/SRA	Cell line	Breast	SUM185_dH3_dox_long_ChIP_1	GSM7311815	GSM7311847
SE_02_1728	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_wt_no_dox_short_ChIP_1	GSM7311817	GSM7311849
SE_02_1729	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_dH3_no_dox_short_ChIP_1	GSM7311821	GSM7311853
SE_02_1730	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_dH3_dox_short_ChIP_1	GSM7311823	GSM7311855
SE_02_1731	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_wt_no_dox_long_ChIP_1	GSM7311825	GSM7311857
SE_02_1732	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_wt_dox_long_ChIP_1	GSM7311827	GSM7311859
SE_02_1733	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_dH3_no_dox_long_ChIP_1	GSM7311829	GSM7311861
SE_02_1734	Human	NCBI GEO/SRA	Cell line	Breast	HCC3153_dH3_dox_long_ChIP_1	GSM7311831	GSM7311863
SE_02_1735	Human	NCBI GEO/SRA	Cell line	Cholangio	NHC P5-Ctrl Control	GSM7662884	GSM7662883
SE_02_1736	Human	NCBI GEO/SRA	Cell line	Cholangio	NHC P7-Ctrl Control	GSM7662886	GSM7662885
SE_02_1737	Human	NCBI GEO/SRA	Cell line	Cholangio	NHC P8-Ctrl Control	GSM7662888	GSM7662887
SE_02_1738	Human	NCBI GEO/SRA	Cell line	Cholangio	NHC P5-Irr Control	GSM7662890	GSM7662889
SE_02_1739	Human	NCBI GEO/SRA	Cell line	Cholangio	NHC P7-Irr Control	GSM7662892	GSM7662891
SE_02_1740	Human	NCBI GEO/SRA	Cell line	Cholangio	NHC P8-Irr Control	GSM7662894	GSM7662893
SE_02_1741	Human	NCBI GEO/SRA	Stem cell	Pluripotent stem cells	PtoN transition day8 RFP+	GSM7868867	GSM7868876
SE_02_1742	Human	NCBI GEO/SRA	Stem cell	Pluripotent stem cells	PtoN transition day8 RFP-	GSM7868873	GSM7868878
SE_02_1743	Human	NCBI GEO/SRA	Cell line	stomach	JSC15-3 DMSO for 5 days	GSM7850352	GSM7850350
SE_02_1744	Human	NCBI GEO/SRA	Cell line	stomach	JSC15-3 3μM 5-FU for 5 days	GSM7850353	GSM7850351
SE_02_1745	Human	NCBI GEO/SRA	Cell line	Brain	U87-Erastin 10 μM 72 h	GSM7520423	GSM7520431
SE_02_1746	Human	NCBI GEO/SRA	Cell line	Brain	U87	GSM7520425	GSM7520432
SE_02_1747	Human	NCBI GEO/SRA	Cell line	stomach	SNU719	GSM7679478	GSM7679482
SE_02_1748	Human	NCBI GEO/SRA	Cell line	stomach	YCCEL1	GSM7679484	GSM7679488
SE_02_1749	Human	NCBI GEO/SRA	Cell line	Breast	MDA-MB-231 control	GSM7597450	GSM7597446
SE_02_1750	Human	NCBI GEO/SRA	Cell line	Breast	MDA-MB-231 ARID1A knockout	GSM7597452	GSM7597448
SE_02_1751	Human	NCBI GEO/SRA	Stem cell	Limbal stem cells	LSC_aberdam	GSM6266886	GSM6266888
SE_02_1752	Human	NCBI GEO/SRA	Cell line	liver	SK-Hep-1	GSM7790674	GSM7790675
SE_02_1753	Human	NCBI GEO/SRA	Cell line	liver	Huh7	GSM7790676	GSM7790677
SE_02_1754	Human	NCBI GEO/SRA	Cell line	liver	SNU387	GSM7790678	GSM7790679
SE_02_1755	Human	NCBI GEO/SRA	Cell line	liver	SNU182	GSM7790680	GSM7790681
SE_02_1756	Human	NCBI GEO/SRA	Stem cell	hESC	hPGCLCs WT treated with BMP4 and BMP8a for 2 hours, then infect DAZL-P2A-mCherry lentivirus for 6 hours, then culture in differentiation medium for 12 days	GSM4952933	GSM4952932
SE_02_1757	Human	NCBI GEO/SRA	Stem cell	hESC	hPGCLCs EF1A promoter KI upstream of LNC1845 on chromosome 1 (heterozygote) treated with BMP4 and BMP8a for 2 hours, then infect DAZL-P2A-mCherry lentivirus for 6 hours, then culture in differentiation medium for 12 days	GSM4952936	GSM4952935
SE_02_1758	Human	NCBI GEO/SRA	Stem cell	hESC	hPGCLCs treated with BMP4 and BMP8a for 2 hours, then infect DAZL-P2A-mCherry lentivirus for 6 hours, then culture in differentiation medium for 12 days	GSM4952939	GSM4952938
SE_02_1759	Human	NCBI GEO/SRA	Cell line	Brain	hAstro astrocytes, cells, control	GSM6703836	GSM6703852
SE_02_1760	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3008, cells, GBM proneural and neural	GSM6703837	GSM6703855
SE_02_1761	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3009, cells, GBM classical	GSM6703838	GSM6703853
SE_02_1762	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3013, cells, GBM proneural and neural	GSM6703839	GSM6703855
SE_02_1763	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3028, cells, GBM classical	GSM6703840	GSM6703853
SE_02_1764	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3031, cells, GBM mesenchymal	GSM6703841	GSM6703854
SE_02_1765	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3039, cells, GBM classical	GSM6703842	GSM6703853
SE_02_1766	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3042, cells, GBM classical	GSM6703843	GSM6703853
SE_02_1767	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3047, cells, GBM proneural and neural	GSM6703844	GSM6703855
SE_02_1768	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3054, cells, GBM mesenchymal	GSM6703845	GSM6703854
SE_02_1769	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3073, cells, GBM mesenchymal	GSM6703846	GSM6703854
SE_02_1770	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3078, cells, GBM mesenchymal	GSM6703847	GSM6703854
SE_02_1771	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3085, cells, GBM proneural and neural	GSM6703848	GSM6703855
SE_02_1772	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3086, cells, GBM classical	GSM6703849	GSM6703853
SE_02_1773	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3118, cells, GBM proneural and neural	GSM6703850	GSM6703855
SE_02_1774	Human	NCBI GEO/SRA	Cell line	Glioblastoma	U3121, cells, GBM mesenchymal	GSM6703851	GSM6703854
SE_02_1775	Human	NCBI GEO/SRA	Cell line	Glioblastoma	OPC WT	GSM7446474	GSM7446476
SE_02_1776	Human	NCBI GEO/SRA	Cell line	Breast	MDA-MB-231,control	GSM7062260	GSM7062239
SE_02_1777	Human	NCBI GEO/SRA	Cell line	Breast	MDA-MB-231 PML knockdown	GSM7062262	GSM7062240
SE_02_1778	Human	NCBI GEO/SRA	Cell line	prostate	DU145	GSM7029495	GSM7029499
SE_02_1779	Human	NCBI GEO/SRA	Cell line	prostate	LNCaP	GSM7029496	GSM7029500
SE_02_1780	Human	NCBI GEO/SRA	Stem cell	hESC	H1, S0,WT	GSM6205968	GSM6205984
SE_02_1781	Human	NCBI GEO/SRA	Stem cell	hESC	H1, ZNF808KO, S0	GSM6205969	GSM6205985
SE_02_1782	Human	NCBI GEO/SRA	Stem cell	hESC	H1, S1,WT	GSM6205970	GSM6205986
SE_02_1783	Human	NCBI GEO/SRA	Stem cell	hESC	H1, ZNF808KO, S1	GSM6205971	GSM6205987
SE_02_1784	Human	NCBI GEO/SRA	Stem cell	hESC	H1, S2,WT	GSM6205972	GSM6205988
SE_02_1785	Human	NCBI GEO/SRA	Stem cell	hESC	H1, ZNF808KO, S2	GSM6205973	GSM6205989
SE_02_1786	Human	NCBI GEO/SRA	Stem cell	hESC	H1, S3,WT	GSM6205974	GSM6205990
SE_02_1787	Human	NCBI GEO/SRA	Stem cell	hESC	H1, ZNF808KO, S3	GSM6205975	GSM6205991
SE_02_1788	Human	NCBI GEO/SRA	Stem cell	hESC	H1, S4, WT	GSM6205976	GSM6205992
SE_02_1789	Human	NCBI GEO/SRA	Stem cell	hESC	H1, ZNF808KO, S4	GSM6205977	GSM6205993
SE_02_1790	Human	NCBI GEO/SRA	Primary cell	Fibroblast	Fibroblast	GSM4761825	GSM4761826
SE_02_1791	Human	NCBI GEO/SRA	Stem cell	hiDP	hiDP-reprogramming_day16	GSM4761828	GSM4761829
SE_02_1792	Human	NCBI GEO/SRA	Cell line	hiDP	hiDP	GSM4761831	GSM4761832
SE_02_1793	Human	NCBI GEO/SRA	Cell line	Brain	SU-DIPG-XIII DMSO	GSM6659840	GSM6659842
SE_02_1794	Human	NCBI GEO/SRA	Cell line	Brain	SU-DIPG-XIII GSK458	GSM6659843	GSM6659845
SE_02_1795	Human	NCBI GEO/SRA	Primary cell	HUVEC	HUVEC siCTL NT biol rep 1	GSM7494225	GSM7494237
SE_02_1796	Human	NCBI GEO/SRA	Primary cell	HUVEC	siCTL TNFa ChIP-seq biol rep 1	GSM7494226	GSM7494238
SE_02_1797	Human	NCBI GEO/SRA	Primary cell	HUVEC	siPDHA1 NT biol rep 1	GSM7494227	GSM7494239
SE_02_1798	Human	NCBI GEO/SRA	Primary cell	HUVEC	siPDHA1 TNFa biol rep 1	GSM7494228	GSM7494240
SE_02_1799	Human	NCBI GEO/SRA	Cell line	Breast	MCF-7 Veh UNTR	GSM4217615	GSM7731528
SE_02_1800	Human	NCBI GEO/SRA	Cell line	Breast	MCF-7 MG132 4H MG4H	GSM4217629	GSM7731531
SE_02_1801	Human	NCBI GEO/SRA	Cell line	Breast	MCF-7 MG132 4H MG24H	GSM4217643	GSM7731534
SE_02_1802	Human	NCBI GEO/SRA	Tissue	Uveal	MP41_R1_p10 UM sorted cells	GSM5971720	GSM5971716
SE_02_1803	Human	NCBI GEO/SRA	Tissue	Uveal	MP46_R1_p24 UM sorted cells	GSM5971724	GSM5971722
SE_02_1804	Human	NCBI GEO/SRA	Cell line	Bone marrow	DMSO-treated MM1.S cells with PAF1 endogenously tagged with FKBP12(F36V)	GSM7567309	GSM7567308
SE_02_1805	Human	NCBI GEO/SRA	Cell line	Bone marrow	dTAG13-treated MM1.S cells with PAF1 endogenously tagged with FKBP12(F36V)	GSM7567311	GSM7567310
SE_02_1806	Human	NCBI GEO/SRA	Cell line	stomach	SNU1750 Homo clone #1,TEAD1 KO	GSM6160208	GSM6160218
SE_02_1807	Human	NCBI GEO/SRA	Cell line	stomach	SNU1750 WT clone #1,EAD1 WT	GSM6160213	GSM6160223
SE_02_1808	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SK-N-BE(2)C BE2C_control	GSM6666063	GSM6666093
SE_02_1809	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SK-N-BE(2)C BE2C_7dPB_rep1 [ChIP-Seq]	GSM6666068	GSM6666098
SE_02_1810	Human	NCBI GEO/SRA	Cell line	neuroblastoma	IMR32_control	GSM6666073	GSM6666103
SE_02_1811	Human	NCBI GEO/SRA	Cell line	neuroblastoma	IMR32_5dPB	GSM6666078	GSM6666108
SE_02_1812	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SHSY5Y_control	GSM6666083	GSM6666113
SE_02_1813	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SHSY5Y_5dPB	GSM6666088	GSM6666118
SE_02_1814	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SK-N-BE(2)C BE2C_DMSO	GSM7517375	GSM7517391
SE_02_1815	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SK-N-BE(2)C BE2C_RA	GSM7517379	GSM7517395
SE_02_1816	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SK-N-BE(2)C BE2C_PB	GSM7517383	GSM7517399
SE_02_1817	Human	NCBI GEO/SRA	Cell line	neuroblastoma	SK-N-BE(2)C BE2C_PBandRA	GSM7517387	GSM7517403
SE_02_1818	Human	NCBI GEO/SRA	Tissue	Bone marrow	TOPmentation seq for chALL patient sample 3	GSM6122663	GSM6122653
SE_02_1819	Human	NCBI GEO/SRA	Tissue	Bone marrow	TOPmentation seq for iALL patient sample 2	GSM6122671	GSM6122656
SE_02_1820	Human	NCBI GEO/SRA	Cell line	Bone marrow	NT siRNA-transfected SEM cells	GSM6124582	GSM6124581
SE_02_1821	Human	NCBI GEO/SRA	Cell line	Bone marrow	MLL-AF4 KD SEM cells siRNA-mediated KD of MLL-AF4 for 96h	GSM6124584	GSM6124583
SE_02_1822	Human	NCBI GEO/SRA	Cell line	Bone marrow	DMSO-treated SEM cells with PAF1 endogenously tagged with FKBP12(F36V) DMSO for 24h	GSM6124594	GSM6124593
SE_02_1823	Human	NCBI GEO/SRA	Cell line	Bone marrow	dTAG13-treated SEM cells with PAF1 endogenously tagged with FKBP12(F36V) dTag-13 at 0.5 microM for 24h	GSM6124596	GSM6124595
SE_02_1824	Human	NCBI GEO/SRA	Cell line	Bone marrow	DMSO-treated SEM cells with SSRP1 endogenously tagged with FKBP12(F36V) DMSO for 24h	GSM6124602	GSM6124601
SE_02_1825	Human	NCBI GEO/SRA	Cell line	Bone marrow	dTAG13-treated SEM cells with SSRP1 endogenously tagged with FKBP12(F36V) dTag-13 at 0.5 microM for 24h	GSM6124604	GSM6124603
SE_02_1826	Human	NCBI GEO/SRA	Cell line	colon	DLD-1 GFP sg1	GSM5815607	GSM5815614
SE_02_1827	Human	NCBI GEO/SRA	Cell line	colon	DLD-1 p300 TAZ2 sg1	GSM5815608	GSM5815614
SE_02_1828	Human	NCBI GEO/SRA	Cell line	colon	DLD-1 p300 TAZ2 sg2	GSM5815609	GSM5815614
SE_02_1829	Human	NCBI GEO/SRA	Cell line	colon	DLD-1 p300 HAT sg1	GSM5815610	GSM5815614
SE_02_1830	Human	NCBI GEO/SRA	Cell line	colon	DLD-1 CBP TAZ2 sg1	GSM5815611	GSM5815614
